LATITUDE,LONGITUDE,CIDADE,ÂNGULO,MWH
-24.9637543,-53.542564,Cascavel,75,28.95317464
-24.9637543,-53.542564,Cascavel,80,28.71751925
-24.9637543,-53.542564,Cascavel,85,28.47995572
-24.9637543,-53.542564,Cascavel,90,28.24143812
-24.9637543,-53.542564,Cascavel,95,28.00292052
-24.9637543,-53.542564,Cascavel,100,27.76535699
-24.9637543,-53.542564,Cascavel,105,27.53065567
-24.9637543,-53.542564,Cascavel,110,27.29977063
-24.9637543,-53.542564,Cascavel,115,27.07651815
-24.9637543,-53.542564,Cascavel,120,26.86185231
-24.9637543,-53.542564,Cascavel,125,26.65672717
-24.9637543,-53.542564,Cascavel,130,26.46114274
-24.9637543,-53.542564,Cascavel,135,26.27986936
-24.9637543,-53.542564,Cascavel,140,26.11576925
-24.9637543,-53.542564,Cascavel,145,25.97170462
-24.9637543,-53.542564,Cascavel,150,25.85053768
-24.9637543,-53.542564,Cascavel,155,25.74940622
-24.9637543,-53.542564,Cascavel,160,25.6692643
-24.9637543,-53.542564,Cascavel,165,25.61011194
-24.9637543,-53.542564,Cascavel,170,25.57194912
-24.9637543,-53.542564,Cascavel,175,25.55668399
-24.9637543,-53.542564,Cascavel,180,25.56908691
-13.6582185,-59.82911,Comodoro,0,32.167
-13.6582185,-59.82911,Comodoro,5,32.134635
-13.6582185,-59.82911,Comodoro,10,32.08799133
-13.6582185,-59.82911,Comodoro,15,32.02706898
-13.6582185,-59.82911,Comodoro,20,31.95091605
-13.6582185,-59.82911,Comodoro,25,31.86524399
-13.6582185,-59.82911,Comodoro,30,31.77005282
-13.6582185,-59.82911,Comodoro,35,31.6624868
-13.6582185,-59.82911,Comodoro,40,31.54254593
-13.6582185,-59.82911,Comodoro,45,31.41118211
-13.6582185,-59.82911,Comodoro,50,31.26934727
-13.6582185,-59.82911,Comodoro,55,31.11608949
-13.6582185,-59.82911,Comodoro,60,30.95902406
-13.6582185,-59.82911,Comodoro,65,30.80195863
-13.6582185,-59.82911,Comodoro,70,30.64965276
-13.6582185,-59.82911,Comodoro,75,30.49925071
-13.6582185,-59.82911,Comodoro,80,30.34980057
-13.6582185,-59.82911,Comodoro,85,30.19844661
-13.6582185,-59.82911,Comodoro,90,30.04614074
-13.6582185,-59.82911,Comodoro,95,29.89193105
-13.6582185,-59.82911,Comodoro,100,29.73581753
-13.6582185,-59.82911,Comodoro,105,29.5787521
-13.6582185,-59.82911,Comodoro,110,29.42359049
-13.6582185,-59.82911,Comodoro,115,29.27223654
-13.6582185,-59.82911,Comodoro,120,29.12659405
-13.6582185,-59.82911,Comodoro,125,28.99047067
-13.6582185,-59.82911,Comodoro,130,28.86577024
-13.6582185,-59.82911,Comodoro,135,28.75534848
-13.6582185,-59.82911,Comodoro,140,28.6592054
-13.6582185,-59.82911,Comodoro,145,28.57448526
-13.6582185,-59.82911,Comodoro,150,28.5040438
-13.6582185,-59.82911,Comodoro,155,28.4469291
-13.6582185,-59.82911,Comodoro,160,28.40218925
-13.6582185,-59.82911,Comodoro,165,28.37077616
-13.6582185,-59.82911,Comodoro,170,28.35459366
-13.6582185,-59.82911,Comodoro,170,28.35459366
-13.6582185,-59.82911,Comodoro,180,28.36887234
-18.1878123,-55.253195,Coxim,0,32.425
-18.1878123,-55.253195,Coxim,0,32.425
-18.1878123,-55.253195,Coxim,10,32.40413632
-18.1878123,-55.253195,Coxim,15,32.36240897
-18.1878123,-55.253195,Coxim,20,32.29981793
-18.1878123,-55.253195,Coxim,25,32.21825992
