LAT_LON;CIDADE;ÂNGULO;FATOR
-10,2116585,-63,851330;Buritis;70;0,964813069431354
-10,2116585,-63,851330;Buritis;75;0,9610144803358752
-10,2116585,-63,851330;Buritis;80;0,9570445263187959
-10,2116585,-63,851330;Buritis;85;0,9528746465598492
-10,2116585,-63,851330;Buritis;90;0,9485619626995687
-10,2116585,-63,851330;Buritis;95;0,9441350355582212
-10,2116585,-63,851330;Buritis;100;0,9395938651358067
-10,2116585,-63,851330;Buritis;105;0,9349955730728586
-10,2116585,-63,851330;Buritis;110;0,9303972810099106
-10,2116585,-63,851330;Buritis;115;0,9258846714077629
-10,2116585,-63,851330;Buritis;120;0,9214291834461485
-10,2116585,-63,851330;Buritis;125;0,9171450604061349
-10,2116585,-63,851330;Buritis;130;0,9130323022877217
-10,2116585,-63,851330;Buritis;135;0,9092051523719761
-10,2116585,-63,851330;Buritis;140;0,9057492931196984
-10,2116585,-63,851330;Buritis;145;0,902721846171422
-10,2116585,-63,851330;Buritis;150;0,9000656898866135
-10,2116585,-63,851330;Buritis;155;0,8977237026247393
-10,2116585,-63,851330;Buritis;160;0,8956958843857996
-10,2116585,-63,851330;Buritis;165;0,8940393568103276
-10,2116585,-63,851330;Buritis;170;0,8928683631793906
-10,2116585,-63,851330;Buritis;175;0,8922400251335219
-10,2116585,-63,851330;Buritis;180;0,892211464313255
-20,8521352,-41,175078;Cachoeiro de Itapemirim;0;1,0
-20,8521352,-41,175078;Cachoeiro de Itapemirim;5;0,9999351049677148
-20,8521352,-41,175078;Cachoeiro de Itapemirim;10;0,9992212596125767
-20,8521352,-41,175078;Cachoeiro de Itapemirim;15;0,9978260164184432
-20,8521352,-41,175078;Cachoeiro de Itapemirim;20;0,9958142704175995
-20,8521352,-41,175078;Cachoeiro de Itapemirim;25;0,993348259190759
-20,8521352,-41,175078;Cachoeiro de Itapemirim;30;0,990460430254064
-20,8521352,-41,175078;Cachoeiro de Itapemirim;35;0,9871507836075148
-20,8521352,-41,175078;Cachoeiro de Itapemirim;40;0,9833219767026834
-20,8521352,-41,175078;Cachoeiro de Itapemirim;45;0,979038904571855
-20,8521352,-41,175078;Cachoeiro de Itapemirim;50;0,9743015672150297
-20,8521352,-41,175078;Cachoeiro de Itapemirim;55;0,9691748596644927
-20,8521352,-41,175078;Cachoeiro de Itapemirim;60;0,9635938868879588
-20,8521352,-41,175078;Cachoeiro de Itapemirim;65;0,9576884389499983
-20,8521352,-41,175078;Cachoeiro de Itapemirim;70;0,9516532009474675
-20,8521352,-41,175078;Cachoeiro de Itapemirim;75;0,945488172880366
-20,8521352,-41,175078;Cachoeiro de Itapemirim;80;0,9392258022648367
-20,8521352,-41,175078;Cachoeiro de Itapemirim;85;0,9328336415847367
-20,8521352,-41,175078;Cachoeiro de Itapemirim;90;0,9263441383562089
-20,8521352,-41,175078;Cachoeiro de Itapemirim;95;0,9198221876115383
-20,8521352,-41,175078;Cachoeiro de Itapemirim;100;0,9132353418345825
-20,8521352,-41,175078;Cachoeiro de Itapemirim;105;0,9066809435737694
-20,8521352,-41,175078;Cachoeiro de Itapemirim;110;0,9002238878613842
-20,8521352,-41,175078;Cachoeiro de Itapemirim;115;0,8939290697297122
-20,8521352,-41,175078;Cachoeiro de Itapemirim;120;0,8877964891787533
-20,8521352,-41,175078;Cachoeiro de Itapemirim;125;0,8819559362730783
-20,8521352,-41,175078;Cachoeiro de Itapemirim;130;0,8764398585288297
-20,8521352,-41,175078;Cachoeiro de Itapemirim;135;0,8712158084298647
-20,8521352,-41,175078;Cachoeiro de Itapemirim;140;0,8664135760407541
-20,8521352,-41,175078;Cachoeiro de Itapemirim;145;0,8620331613614978
-20,8521352,-41,175078;Cachoeiro de Itapemirim;150;0,8580745643920958
-20,8521352,-41,175078;Cachoeiro de Itapemirim;155;0,8546026801648334
-20,8521352,-41,175078;Cachoeiro de Itapemirim;160;0,8516499561958532
-20,8521352,-41,175078;Cachoeiro de Itapemirim;165;0,8492488400012979
-20,8521352,-41,175078;Cachoeiro de Itapemirim;170;0,8475940166780233
-20,8521352,-41,175078;Cachoeiro de Itapemirim;175;0,8467179337421721
-20,8521352,-41,175078;Cachoeiro de Itapemirim;180;0,8466205911937441
-20,4810434,-54,775965;Campo Grande;0;1,0
-20,4810434,-54,775965;Campo Grande;5;0,9996228276322279
-20,4810434,-54,775965;Campo Grande;10;0,9986363768242087
-20,4810434,-54,775965;Campo Grande;15;0,9968955812806453
-20,4810434,-54,775965;Campo Grande;20;0,9944584675196565
-20,4810434,-54,775965;Campo Grande;25;0,9913250355412423
-20,4810434,-54,775965;Campo Grande;30;0,987727391417878
-20,4810434,-54,775965;Campo Grande;35;0,9837815881858009
-20,4810434,-54,775965;Campo Grande;40;0,9794295993268924
-20,4810434,-54,775965;Campo Grande;45;0,9745843850639743
-20,4810434,-54,775965;Campo Grande;50;0,9693329851742246
-20,4810434,-54,775965;Campo Grande;55;0,9636753996576436
-20,4810434,-54,775965;Campo Grande;60;0,957611628514231
-20,4810434,-54,775965;Campo Grande;65;0,951141671743987
-20,4810434,-54,775965;Campo Grande;70;0,9444105956422085
-20,4810434,-54,775965;Campo Grande;75;0,9375344532451331
-20,4810434,-54,775965;Campo Grande;80;0,9305712710708794
-20,4810434,-54,775965;Campo Grande;85;0,9235210491194475
-20,4810434,-54,775965;Campo Grande;90;0,9163837873908376
-20,4810434,-54,775965;Campo Grande;95;0,9091884991441088
-20,4810434,-54,775965;Campo Grande;100;0,90199321089738
-20,4810434,-54,775965;Campo Grande;105;0,8948269359097107
-20,4810434,-54,775965;Campo Grande;110;0,887776713958279
-20,4810434,-54,775965;Campo Grande;115;0,880871558302144
-20,4810434,-54,775965;Campo Grande;120;0,8741694954594249
-20,4810434,-54,775965;Campo Grande;125;0,8677285519482404
-20,4810434,-54,775965;Campo Grande;130;0,8615487277685903
-20,4810434,-54,775965;Campo Grande;135;0,8557460759567123
-20,4810434,-54,775965;Campo Grande;140;0,8503496097716656
-20,4810434,-54,775965;Campo Grande;145;0,8454753822496881
-20,4810434,-54,775965;Campo Grande;150;0,8411814199088984
-20,4810434,-54,775965;Campo Grande;155;0,8374967360083558
-20,4810434,-54,775965;Campo Grande;160;0,8344213305480604
-20,4810434,-54,775965;Campo Grande;165;0,8319552035280123
-20,4810434,-54,775965;Campo Grande;170;0,8303594742797459
-20,4810434,-54,775965;Campo Grande;175;0,8296921693213799
-20,4810434,-54,775965;Campo Grande;180;0,8298082223576174
-24,9637543,-53,542564;Cascavel;0;1,0
-24,9637543,-53,542564;Cascavel;5;0,998991565823249
-24,9637543,-53,542564;Cascavel;10;0,997371959418164
-24,9637543,-53,542564;Cascavel;15;0,9951411807847451
-24,9637543,-53,542564;Cascavel;20;0,9921464368659089
-24,9637543,-53,542564;Cascavel;25;0,9883571690502384
-24,9637543,-53,542564;Cascavel;30;0,9840789634519007
-24,9637543,-53,542564;Cascavel;35;0,9793423786823127
-24,9637543,-53,542564;Cascavel;40;0,9743002077985576
-24,9637543,-53,542564;Cascavel;45;0,9687996577435521
-24,9637543,-53,542564;Cascavel;50;0,9627796112944628
-24,9637543,-53,542564;Cascavel;55;0,9563011856741229
-24,9637543,-53,542564;Cascavel;60;0,9494254981053661
-24,9637543,-53,542564;Cascavel;65;0,9422136658110255
-24,9637543,-53,542564;Cascavel;70;0,9348184818481848
-24,9637543,-53,542564;Cascavel;75;0,9273621806625107
-24,9637543,-53,542564;Cascavel;80;0,9198142036425865
-24,9637543,-53,542564;Cascavel;85;0,9122051093998289
-24,9637543,-53,542564;Cascavel;90;0,9045654565456546
-24,9637543,-53,542564;Cascavel;95;0,8969258036914802
-24,9637543,-53,542564;Cascavel;100;0,8893167094487227
-24,9637543,-53,542564;Cascavel;105;0,8817992910402151
-24,9637543,-53,542564;Cascavel;110;0,8744041070773744
-24,9637543,-53,542564;Cascavel;115;0,8672533920058673
-24,9637543,-53,542564;Cascavel;120;0,8603777044371104
-24,9637543,-53,542564;Cascavel;125;0,8538076029825205
-24,9637543,-53,542564;Cascavel;130;0,8475430876420975
-24,9637543,-53,542564;Cascavel;135;0,841736951472925
-24,9637543,-53,542564;Cascavel;140;0,8364808703092531
-24,9637543,-53,542564;Cascavel;145;0,8318665199853319
-24,9637543,-53,542564;Cascavel;150;0,8279855763354114
-24,9637543,-53,542564;Cascavel;155;0,8247463635252414
-24,9637543,-53,542564;Cascavel;160;0,8221794401662389
-24,9637543,-53,542564;Cascavel;165;0,8202848062584036
-24,9637543,-53,542564;Cascavel;170;0,8190624618017357
-24,9637543,-53,542564;Cascavel;175;0,8185735240190686
-24,9637543,-53,542564;Cascavel;180;0,8189707859674856
-13,6582185,-59,82911;Comodoro;0;1,0
-13,6582185,-59,82911;Comodoro;5;0,9989938446969697
-13,6582185,-59,82911;Comodoro;10;0,9975437973484849
-13,6582185,-59,82911;Comodoro;15;0,9956498579545454
-13,6582185,-59,82911;Comodoro;20;0,9932824337121212
-13,6582185,-59,82911;Comodoro;25;0,9906190814393939
-13,6582185,-59,82911;Comodoro;30;0,9876598011363636
-13,6582185,-59,82911;Comodoro;35;0,9843158143939394
-13,6582185,-59,82911;Comodoro;40;0,9805871212121212
-13,6582185,-59,82911;Comodoro;45;0,9765033143939394
-13,6582185,-59,82911;Comodoro;50;0,9720939867424242
-13,6582185,-59,82911;Comodoro;55;0,9673295454545454
-13,6582185,-59,82911;Comodoro;60;0,9624467329545454
-13,6582185,-59,82911;Comodoro;65;0,9575639204545454
-13,6582185,-59,82911;Comodoro;70;0,952829071969697
-13,6582185,-59,82911;Comodoro;75;0,9481534090909091
-13,6582185,-59,82911;Comodoro;80;0,9435073390151515
-13,6582185,-59,82911;Comodoro;85;0,9388020833333334
-13,6582185,-59,82911;Comodoro;90;0,9340672348484849
-13,6582185,-59,82911;Comodoro;95;0,9292732007575758
-13,6582185,-59,82911;Comodoro;100;0,9244199810606061
-13,6582185,-59,82911;Comodoro;105;0,9195371685606061
-13,6582185,-59,82911;Comodoro;110;0,9147135416666666
-13,6582185,-59,82911;Comodoro;115;0,9100082859848485
-13,6582185,-59,82911;Comodoro;120;0,9054805871212122
-13,6582185,-59,82911;Comodoro;125;0,9012488162878788
-13,6582185,-59,82911;Comodoro;130;0,8973721590909091
-13,6582185,-59,82911;Comodoro;135;0,8939393939393939
-13,6582185,-59,82911;Comodoro;140;0,8909505208333334
-13,6582185,-59,82911;Comodoro;145;0,8883167613636364
-13,6582185,-59,82911;Comodoro;150;0,8861268939393939
-13,6582185,-59,82911;Comodoro;155;0,8843513257575758
-13,6582185,-59,82911;Comodoro;160;0,8829604640151515
-13,6582185,-59,82911;Comodoro;165;0,8819839015151515
-13,6582185,-59,82911;Comodoro;170;0,8814808238636364
-13,6582185,-59,82911;Comodoro;170;0,8814808238636364
-13,6582185,-59,82911;Comodoro;180;0,8819247159090909
-18,1878123,-55,253195;Coxim;0;1,0
-18,1878123,-55,253195;Coxim;0;1,0
-18,1878123,-55,253195;Coxim;10;0,9993565558187827
-18,1878123,-55,253195;Coxim;15;0,9980696674563482
-18,1878123,-55,253195;Coxim;20;0,9961393349126964
-18,1878123,-55,253195;Coxim;25;0,9936240531133924
-18,1878123,-55,253195;Coxim;30;0,9906993068351321
-18,1878123,-55,253195;Coxim;35;0,9874235910034804
-18,1878123,-55,253195;Coxim;40;0,9838261530812202
-18,1878123,-55,253195;Coxim;45;0,9798192506800035
-18,1878123,-55,253195;Coxim;50;0,975432131262613
-18,1878123,-55,253195;Coxim;55;0,970635547366266
-18,1878123,-55,253195;Coxim;60;0,9654294989909625
-18,1878123,-55,253195;Coxim;65;0,95978473867392
-18,1878123,-55,253195;Coxim;70;0,9538182562662689
-18,1878123,-55,253195;Coxim;75;0,9476177941563569
-18,1878123,-55,253195;Coxim;80;0,9413003421953146
-18,1878123,-55,253195;Coxim;85;0,9348951478459243
-18,1878123,-55,253195;Coxim;90;0,9284022111081863
-18,1878123,-55,253195;Coxim;95;0,9218215319821006
-18,1878123,-55,253195;Coxim;100;0,9152116053932321
-18,1878123,-55,253195;Coxim;105;0,9086309262671464
-18,1878123,-55,253195;Coxim;110;0,9021379895294083
-18,1878123,-55,253195;Coxim;115;0,8957327951800181
-18,1878123,-55,253195;Coxim;120;0,8895030856073236
-18,1878123,-55,253195;Coxim;125;0,8835073557368899
-18,1878123,-55,253195;Coxim;130;0,8778041004942821
-18,1878123,-55,253195;Coxim;135;0,8724225673422831
-18,1878123,-55,253195;Coxim;140;0,8673920037436752
-18,1878123,-55,253195;Coxim;145;0,8627709046240238
-18,1878123,-55,253195;Coxim;150;0,8586470123716767
-18,1878123,-55,253195;Coxim;155;0,8550203269866339
-18,1878123,-55,253195;Coxim;160;0,851920095931678
-18,1878123,-55,253195;Coxim;165;0,8494340615951567
-18,1878123,-55,253195;Coxim;170;0,8476499663654178
-18,1878123,-55,253195;Coxim;175;0,8466848000935919
-18,1878123,-55,253195;Coxim;180;0,8464800678541137
-15,4191704,-56,456297;Cuiaba;0;1,0
-15,4191704,-56,456297;Cuiaba;5;0,9995226160639694
-15,4191704,-56,456297;Cuiaba;10;0,9985081751999045
-15,4191704,-56,456297;Cuiaba;15;0,9970163503998091
-15,4191704,-56,456297;Cuiaba;20;0,995047141663683
-15,4191704,-56,456297;Cuiaba;25;0,9926900584795322
-15,4191704,-56,456297;Cuiaba;30;0,9900047738393603
-15,4191704,-56,456297;Cuiaba;35;0,9870211242391693
-15,4191704,-56,456297;Cuiaba;40;0,9837689461749612
-15,4191704,-56,456297;Cuiaba;45;0,9801885666547321
-15,4191704,-56,456297;Cuiaba;50;0,97625014918248
-15,4191704,-56,456297;Cuiaba;55;0,9719536937582051
-15,4191704,-56,456297;Cuiaba;60;0,9672992003819072
-15,4191704,-56,456297;Cuiaba;65;0,9622568325575844
-15,4191704,-56,456297;Cuiaba;70;0,9570056092612483
-15,4191704,-56,456297;Cuiaba;75;0,9515753669889008
-15,4191704,-56,456297;Cuiaba;80;0,9461152882205514
-15,4191704,-56,456297;Cuiaba;85;0,9406552094522019
-15,4191704,-56,456297;Cuiaba;90;0,9351354576918487
-15,4191704,-56,456297;Cuiaba;95;0,9295858694354935
-15,4191704,-56,456297;Cuiaba;100;0,9240064446831364
-15,4191704,-56,456297;Cuiaba;105;0,9184866929227832
-15,4191704,-56,456297;Cuiaba;110;0,9130266141544338
-15,4191704,-56,456297;Cuiaba;115;0,9076858813700919
-15,4191704,-56,456297;Cuiaba;120;0,9024943310657596
-15,4191704,-56,456297;Cuiaba;125;0,8975713092254446
-15,4191704,-56,456297;Cuiaba;130;0,8928869793531448
-15,4191704,-56,456297;Cuiaba;135;0,888530850936866
-15,4191704,-56,456297;Cuiaba;140;0,8845029239766082
-15,4191704,-56,456297;Cuiaba;145;0,8808628714643753
-15,4191704,-56,456297;Cuiaba;150;0,8775808569041652
-15,4191704,-56,456297;Cuiaba;155;0,8747463897839838
-15,4191704,-56,456297;Cuiaba;160;0,8723893065998329
-15,4191704,-56,456297;Cuiaba;165;0,8705394438477145
-15,4191704,-56,456297;Cuiaba;170;0,8692564745196324
-15,4191704,-56,456297;Cuiaba;175;0,8685702351115885
-15,4191704,-56,456297;Cuiaba;180;0,8685105621195847
-22,2312801,-54,86489;Dourados;0;1,0
-22,2312801,-54,86489;Dourados;5;0,9993480515631945
-22,2312801,-54,86489;Dourados;10;0,9980441546895836
-22,2312801,-54,86489;Dourados;15;0,9959994073196029
-22,2312801,-54,86489;Dourados;20;0,9932730774929619
-22,2312801,-54,86489;Dourados;25;0,9898651652096607
-22,2312801,-54,86489;Dourados;30;0,9859831086086828
-22,2312801,-54,86489;Dourados;35;0,9817750777893021
-22,2312801,-54,86489;Dourados;40;0,9771521706919544
-22,2312801,-54,86489;Dourados;45;0,9720847532967847
-22,2312801,-54,86489;Dourados;50;0,9665431915839383
-22,2312801,-54,86489;Dourados;55;0,960586753593125
-22,2312801,-54,86489;Dourados;60;0,9542154393243444
